#Npart= 1728
#ID,	x,	y,	z,	vx,	vy,	vz,	fx,	fy,	fz
   46 	-8.411618e+00 	-4.520348e-01 	7.729228e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   47 	1.162509e+00 	2.164016e+00 	1.001864e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   48 	3.367562e+00 	-7.144858e+00 	6.070927e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   49 	-2.523591e+00 	-6.987224e+00 	-9.840558e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   50 	9.863353e+00 	-2.346362e+00 	5.650034e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   51 	4.348213e+00 	-4.283403e+00 	6.431832e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   52 	-7.076692e+00 	8.419342e+00 	5.786390e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   53 	-1.009840e+01 	-5.086760e+00 	-1.564170e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   54 	-4.027228e+00 	-1.030670e+01 	8.887241e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   55 	9.062269e+00 	4.023553e+00 	5.816636e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   56 	-9.397677e-02 	4.532465e+00 	-9.797847e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   57 	4.229133e+00 	3.494193e+00 	2.565200e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   58 	-4.776329e+00 	-2.708632e+00 	-1.346068e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   59 	-4.695783e+00 	-9.031085e+00 	-2.110814e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   60 	4.987960e+00 	6.394915e+00 	2.562455e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   61 	8.848399e+00 	5.247908e+00 	2.631834e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   62 	5.721017e-01 	4.356561e+00 	1.827469e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   63 	-7.922842e+00 	7.776927e+00 	1.467395e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   64 	-6.942639e+00 	-7.056527e+00 	-8.754625e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   65 	8.457983e+00 	2.834696e-01 	-3.595638e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   66 	7.635694e+00 	6.057154e-01 	6.432986e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   67 	-1.116184e+00 	-5.537210e+00 	-1.032278e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   68 	1.174432e+00 	-9.934030e+00 	3.528157e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   69 	-5.029681e+00 	-2.403745e+00 	7.283917e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   70 	-6.435326e-02 	-6.217180e+00 	6.146831e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   71 	-5.325423e+00 	-1.025455e+01 	-1.014903e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   72 	-2.408761e+00 	-2.518011e-01 	2.621076e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   73 	7.825296e+00 	-8.558379e+00 	-7.058196e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   74 	-2.916654e+00 	-1.033909e+00 	5.552147e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   75 	-6.931153e+00 	-6.621775e-01 	8.266994e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   76 	6.235955e+00 	-1.017104e+01 	9.761331e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   77 	2.611824e+00 	-4.619737e+00 	9.324403e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   78 	5.122174e+00 	-5.891803e+00 	5.095199e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   79 	-6.328293e-01 	-6.278105e+00 	-7.715415e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   80 	6.116699e+00 	-1.728590e-01 	7.129163e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   81 	-5.361900e+00 	-9.896987e+00 	1.029483e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   82 	-9.809900e+00 	-2.022190e+00 	5.696252e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   83 	9.185075e+00 	-7.776801e+00 	6.066238e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   84 	1.028736e+01 	-4.227891e+00 	-2.570013e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   85 	-8.904897e+00 	-1.016078e+01 	-7.028581e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   86 	-7.055902e+00 	-5.514833e+00 	-7.234667e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   87 	-9.793899e+00 	5.211923e+00 	-2.882752e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   88 	-5.132497e+00 	1.808157e+00 	8.917019e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   89 	4.655063e+00 	1.175684e+00 	4.095532e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   90 	-5.123393e+00 	8.384555e+00 	2.158266e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   91 	3.554933e+00 	7.943308e+00 	2.844389e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   92 	-5.804012e+00 	5.665712e+00 	6.835862e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   93 	-4.065669e+00 	5.003327e-01 	-2.075187e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   94 	4.280250e+00 	-8.376724e+00 	-8.684280e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   95 	8.934150e+00 	3.259887e+00 	-5.790984e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   96 	-1.415300e+00 	-2.347237e+00 	-9.461713e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   97 	-7.219693e+00 	4.113745e+00 	5.747186e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   98 	-4.600006e+00 	-8.762050e+00 	3.974215e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
   99 	5.527698e+00 	-2.465409e+00 	-3.942699e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  100 	-4.346491e+00 	7.610125e+00 	2.726339e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  101 	9.529265e+00 	7.764420e+00 	1.449185e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  102 	2.902521e+00 	-4.304511e+00 	-6.640319e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  103 	-3.012863e+00 	7.336845e+00 	-6.361852e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  104 	-9.976545e+00 	7.655091e+00 	-3.885283e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  105 	-8.095178e-01 	-7.476918e+00 	9.603842e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  106 	-3.597946e+00 	4.062527e+00 	5.789983e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  107 	-1.241410e+00 	2.478625e-01 	1.344649e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  108 	-3.703479e+00 	4.826245e+00 	8.249610e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  109 	-7.292277e+00 	8.891299e+00 	6.753883e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  110 	6.339479e+00 	5.257604e+00 	1.515482e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  111 	2.656980e+00 	8.037415e+00 	7.134277e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  112 	3.800797e+00 	1.616785e+00 	-6.087025e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  113 	5.057355e-01 	-9.894610e-01 	-3.622673e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  114 	-3.895473e+00 	7.018747e+00 	8.899420e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  115 	1.016801e+01 	5.376156e+00 	3.997689e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  116 	2.700231e+00 	1.022278e+01 	-4.535308e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  117 	-9.213738e+00 	6.678985e+00 	-4.918167e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  118 	-6.621087e+00 	2.758331e+00 	-8.016172e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  119 	-4.830846e+00 	-7.189446e+00 	9.789878e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  120 	-9.412397e+00 	-2.348695e+00 	7.189581e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  121 	4.862452e+00 	4.315861e-01 	-7.896568e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  122 	-8.789198e+00 	6.447465e+00 	-1.009750e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  123 	-9.516241e+00 	1.546980e+00 	1.229024e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  124 	-5.629148e+00 	-2.003270e+00 	-9.311523e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  125 	-1.004704e+01 	2.092247e+00 	-3.557883e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  126 	-3.852372e+00 	5.676117e+00 	7.960208e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  127 	-6.382366e+00 	5.094264e+00 	-4.762514e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  128 	-9.800013e-01 	3.374054e-02 	2.447316e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  129 	8.670930e-01 	-4.960132e+00 	4.838028e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  130 	7.719208e+00 	-1.337828e+00 	-7.572711e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  131 	2.922567e-01 	3.197919e+00 	8.322283e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  132 	-6.992443e+00 	2.944198e+00 	-7.212514e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  133 	6.493138e+00 	6.503694e+00 	6.093551e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  134 	-1.068961e+00 	-2.436241e-01 	-9.872214e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  135 	4.668529e-01 	-8.181999e+00 	2.070508e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  136 	-7.339317e+00 	-3.011587e+00 	-1.040160e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  137 	-3.468698e+00 	3.830491e+00 	-8.825373e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  138 	-3.337059e+00 	-6.170047e+00 	3.751635e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  139 	7.383126e+00 	-2.354443e+00 	-3.088031e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  140 	2.749756e+00 	-1.027128e+01 	-2.626457e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  141 	-9.895410e+00 	6.285670e+00 	-5.783205e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  142 	-3.955445e+00 	8.811291e+00 	7.037379e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  143 	-7.088343e+00 	4.641280e+00 	9.597904e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  144 	4.007136e-01 	-2.198475e+00 	2.446032e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  145 	-7.994898e+00 	3.215343e+00 	1.517283e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  146 	-7.428541e+00 	-4.362194e+00 	-4.485459e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  147 	-5.801860e+00 	-1.803656e-01 	5.761521e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  148 	2.201038e+00 	-6.856204e+00 	-9.517094e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  149 	2.039819e-01 	-7.263696e-01 	-5.671926e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  150 	-7.716173e+00 	-2.667707e+00 	-4.650500e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  151 	4.817737e-01 	8.257472e+00 	7.418260e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  152 	2.240029e+00 	-2.104174e+00 	-4.441756e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  153 	5.889174e-01 	4.453313e+00 	6.221312e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  154 	2.626777e+00 	1.225981e+00 	-2.859063e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  155 	-3.120130e+00 	1.412927e+00 	8.428474e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  156 	1.472473e-01 	-9.275783e+00 	3.774819e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  157 	7.973599e+00 	5.741102e+00 	-4.147925e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  158 	-3.392572e+00 	6.473254e+00 	1.124035e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  159 	7.300016e+00 	1.977570e+00 	-8.222795e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  160 	-5.944991e+00 	-5.877244e+00 	-6.293235e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  161 	3.012458e+00 	5.495798e+00 	-2.469918e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
